Date,TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef
11/9/2013,Eastern Michigan,35,44,264,22,9,136,1,1,32,38,120,40,24,348,1,0
11/9/2013,Florida,17,34,39,46,30,305,3,1,34,44,126,12,6,57,0,0
11/9/2013,Florida Intl,0,32,91,19,12,142,1,3,48,49,249,25,19,307,0,1
11/9/2013,Florida State,59,34,89,39,22,207,1,1,3,40,103,25,7,63,6,1
11/9/2013,Fresno State,48,42,234,47,34,366,0,0,10,31,156,33,19,140,1,1
11/9/2013,Georgia,45,30,127,42,30,441,2,1,6,32,32,39,22,221,1,1
11/9/2013,Hawaii,28,47,218,33,29,246,0,2,42,61,383,8,4,59,0,0
11/9/2013,Houston,14,29,136,46,24,231,2,0,19,45,188,24,17,210,1,2
11/9/2013,Idaho,38,47,177,34,16,328,2,1,59,30,88,55,40,533,1,0
11/9/2013,Illinois,35,34,162,58,38,450,1,0,52,43,371,28,21,279,1,1
11/9/2013,Indiana,52,43,371,28,21,279,1,1,35,34,162,58,38,450,1,0
11/9/2013,Iowa,38,52,313,20,12,191,0,1,14,28,53,34,20,213,0,1
11/9/2013,Iowa State,17,42,110,40,19,173,0,2,21,38,123,36,20,245,2,0
11/9/2013,Kansas,6,49,202,25,10,114,1,0,42,31,85,39,20,274,0,0
11/9/2013,Kansas State,49,45,291,11,7,76,0,0,26,32,105,64,47,354,2,1
11/9/2013,Kentucky,17,51,134,28,18,235,0,1,48,30,223,28,17,203,0,2
11/9/2013,Louisiana State,17,31,43,23,16,241,0,2,38,42,193,20,14,179,0,0
11/9/2013,Louisiana Tech,36,48,311,37,22,158,0,1,13,21,59,52,25,298,4,0
11/9/2013,Marshall,56,32,381,20,14,276,0,0,14,56,288,17,10,176,0,2
11/9/2013,Maryland,3,36,81,40,21,211,2,2,20,45,242,24,15,140,1,1
11/9/2013,Memphis,21,39,153,22,15,189,1,1,6,42,164,19,8,122,1,1
11/9/2013,Miami-Florida,24,24,28,29,16,324,0,2,42,47,183,31,25,366,0,0
11/9/2013,Michigan,13,36,-21,27,18,196,0,0,17,43,128,23,12,145,0,2
11/9/2013,Middle Tennessee,48,49,249,25,19,307,0,1,0,32,91,19,12,142,1,3
11/9/2013,Minnesota,24,46,195,25,15,186,0,1,10,36,190,25,14,163,0,2
11/9/2013,Mississippi,34,39,112,37,28,419,2,0,24,34,196,32,18,193,1,0
11/9/2013,Mississippi State,41,43,299,42,23,257,1,0,51,33,91,39,30,446,3,0
11/9/2013,Missouri,48,30,223,28,17,203,0,2,17,51,134,28,18,235,0,1
11/9/2013,Navy,42,61,383,8,4,59,0,0,28,47,218,33,29,246,0,2
11/9/2013,Nebraska,17,43,128,23,12,145,0,2,13,36,-21,27,18,196,0,0
11/9/2013,Nevada-Las Vegas,24,42,150,39,17,252,1,0,28,45,153,28,16,288,0,2
11/9/2013,Nevada-Reno,17,33,164,47,31,247,0,0,38,37,331,27,20,239,1,0
11/9/2013,New Mexico State,34,29,159,57,43,389,1,0,48,35,320,25,17,230,0,2
11/9/2013,No Carolina State,20,48,164,33,13,248,3,1,38,31,123,34,20,198,3,1
11/9/2013,North Carolina,45,41,201,29,16,214,1,0,14,40,112,43,22,204,2,0
11/9/2013,North Texas,41,43,317,24,10,154,0,0,7,42,56,20,14,128,1,0
11/9/2013,Notre Dame,21,24,138,39,18,318,2,1,28,41,112,35,22,243,0,0
11/9/2013,Oklahoma State,42,31,85,39,20,274,0,0,6,49,202,25,10,114,1,0
11/9/2013,Penn State,10,36,190,25,14,163,0,2,24,46,195,25,15,186,0,1
11/9/2013,Pittsburgh,28,41,112,35,22,243,0,0,21,24,138,39,18,318,2,1
11/9/2013,Purdue,14,28,53,34,20,213,0,1,38,52,318,20,12,191,0,1
11/9/2013,S-M-U,25,20,48,47,38,403,0,0,28,45,163,32,27,299,2,1
11/9/2013,San Diego State,34,35,174,31,18,235,1,1,30,25,81,48,27,301,2,0
11/9/2013,San Jose State,30,25,81,48,27,301,2,0,34,35,174,31,18,235,1,1
11/9/2013,Southern Cal,62,29,256,22,17,243,0,0,28,44,195,52,36,288,0,0
11/9/2013,Southern Miss,13,21,59,52,25,298,4,0,36,48,311,37,22,158,0,1
11/9/2013,Syracuse,20,45,242,24,15,140,1,1,3,36,81,40,21,211,2,2
11/9/2013,Tennessee,23,43,226,25,16,128,1,0,55,53,444,7,3,35,1,1
11/9/2013,Texas,47,41,152,49,27,283,1,1,40,47,109,36,18,290,2,3
11/9/2013,Texas A+M,51,33,91,39,30,446,3,0,41,43,299,42,23,257,1,0
11/9/2013,Texas Christian,21,38,123,36,20,245,2,0,17,42,110,40,19,173,0,2
11/9/2013,Texas Tech,26,32,105,64,47,354,2,1,49,45,291,11,7,76,0,0
11/9/2013,Texas-San Antonio,10,28,126,25,10,183,0,2,7,38,149,36,18,199,2,1
11/9/2013,Tulane,7,38,149,36,18,199,2,1,10,28,126,25,10,183,0,2
11/9/2013,Tulsa,24,40,188,44,19,175,3,1,58,37,121,50,34,384,0,1
11/9/2013,U-A-B,14,56,288,17,10,176,0,2,56,32,381,20,14,276,0,0
11/9/2013,U-C-F,19,45,188,24,17,210,1,2,14,29,136,46,24,231,2,0
11/9/2013,U.C.L.A.,31,49,249,26,18,227,0,1,26,47,239,33,20,186,1,1
11/9/2013,UL-Monroe,14,28,137,37,17,191,2,0,42,58,259,23,16,235,0,1
11/9/2013,UTEP,7,42,56,20,14,128,1,0,41,43,317,24,10,154,0,0
11/9/2013,Utah,19,46,126,21,6,121,2,0,20,39,149,31,19,144,0,1
11/9/2013,Utah State,28,45,153,28,16,288,0,2,24,42,150,39,17,252,1,0
11/9/2013,Vanderbilt,34,44,126,12,6,57,0,0,17,34,39,46,30,305,3,1
11/9/2013,Virginia,14,40,112,43,22,204,2,0,45,41,201,29,16,214,1,0
11/9/2013,Virginia Tech,42,47,183,31,25,366,0,0,24,24,28,29,16,324,0,2
11/9/2013,Wake Forest,3,40,103,25,7,63,6,1,59,34,89,39,22,207,1,1
11/9/2013,Washington,59,51,316,29,22,312,0,0,7,37,128,25,14,171,2,1
11/9/2013,West Virginia,40,47,109,36,18,290,2,3,47,41,152,49,27,283,1,1
11/9/2013,Western Kentucky,21,40,135,24,16,199,1,1,17,46,277,12,8,70,0,2
11/9/2013,Western Michigan,32,38,120,40,24,348,1,0,35,44,264,22,9,136,1,1
11/9/2013,Wisconsin,27,45,229,32,23,196,1,1,17,39,158,42,19,207,1,0
11/9/2013,Wyoming,10,31,156,33,19,140,1,1,48,42,234,47,34,366,0,0
11/12/2013,Bowling Green,49,41,207,20,13,253,1,0,0,29,56,33,18,116,1,1
11/12/2013,Buffalo,41,30,104,59,36,497,0,2,51,50,323,20,11,228,0,1
11/12/2013,Ohio,0,29,56,33,18,116,1,1,49,41,207,20,13,253,1,0
11/12/2013,Toledo,51,50,323,20,11,228,0,1,41,30,104,59,36,497,0,2
11/13/2013,Ball State,27,34,170,49,35,324,1,0,48,40,224,33,26,345,0,1
11/13/2013,Kent State,24,46,300,23,13,147,0,1,6,40,112,14,5,64,1,1
11/13/2013,Miami-Ohio,6,40,112,14,5,64,1,1,24,46,300,23,13,147,0,1
11/13/2013,Northern Illinois,48,40,224,33,26,345,0,1,27,34,170,49,35,324,1,0
11/14/2013,Clemson,55,37,168,30,23,383,1,0,31,45,248,26,15,192,1,1
11/14/2013,Georgia Tech,31,45,248,26,15,192,1,1,55,37,168,30,23,383,1,0
11/14/2013,Marshall,45,45,163,58,33,456,1,4,34,44,184,39,13,161,1,1
11/14/2013,Tulsa,34,44,184,39,13,161,1,1,45,45,163,58,33,456,1,4
11/15/2013,U.C.L.A.,41,53,222,23,14,184,0,2,31,36,102,40,25,330,2,2
11/15/2013,Washington,31,36,102,40,25,330,2,2,41,53,222,23,14,184,0,2
11/16/2013,Akron,14,36,133,33,20,208,0,3,13,42,172,28,17,151,2,0
11/16/2013,Alabama,20,33,196,32,18,187,2,2,7,29,53,29,15,144,1,0
11/16/2013,Arizona,17,45,195,38,26,200,0,2,24,27,101,53,39,319,1,0
11/16/2013,Arizona State,30,39,156,37,22,183,2,0,17,26,70,46,31,320,4,1
11/16/2013,Arkansas State,38,57,328,18,14,96,1,0,21,33,158,30,18,210,0,0
11/16/2013,Auburn,43,57,323,27,16,243,0,0,38,25,117,49,33,415,1,0
11/16/2013,Baylor,63,57,340,31,17,335,0,1,34,34,134,54,29,320,1,2
11/16/2013,Boise State,48,53,241,39,29,283,1,2,7,31,55,41,28,210,2,2
11/16/2013,Boston College,38,53,420,15,8,53,0,1,21,26,35,40,26,325,0,1
11/16/2013,Brigham Young,59,46,421,23,12,157,3,0,13,41,159,57,25,128,1,2
11/16/2013,California,24,33,192,53,27,219,1,1,41,38,121,36,23,364,1,0
11/16/2013,Central Michigan,27,37,118,25,16,167,3,2,22,35,164,36,14,147,1,0
11/16/2013,Cincinnati,52,28,112,43,28,507,1,1,17,33,108,51,27,249,2,0
11/16/2013,Colorado,41,38,121,36,23,364,1,0,24,34,197,52,26,214,1,1
11/16/2013,Colorado State,66,49,347,28,20,302,0,0,42,46,278,18,11,249,2,0
11/16/2013,Connecticut,21,34,158,43,25,227,2,0,38,24,107,52,33,353,0,0
11/16/2013,Duke,48,52,358,24,16,185,0,0,30,29,186,49,30,379,1,0
11/16/2013,East Carolina,63,45,278,31,21,347,2,0,14,34,144,34,16,210,2,1
11/16/2013,Florida,14,41,200,14,10,107,1,0,19,35,164,28,14,213,0,0
11/16/2013,Florida Atlantic,41,60,333,12,6,35,0,0,7,25,20,37,12,169,2,1
11/16/2013,Florida Intl,10,31,95,24,9,105,0,1,33,53,327,7,3,80,0,0
11/16/2013,Florida State,59,19,225,26,22,298,1,0,3,50,143,28,15,104,1,1
11/16/2013,Georgia,38,25,117,49,33,415,1,0,43,57,323,27,16,243,0,0
11/16/2013,Georgia State,21,39,183,44,26,298,1,1,35,46,261,16,10,234,0,1
11/16/2013,Hawaii,21,47,161,37,18,194,1,1,28,39,234,34,17,265,0,4
11/16/2013,Houston,13,29,74,35,16,121,0,0,20,41,129,29,19,203,0,1
11/16/2013,Illinois,35,38,132,50,33,288,2,0,60,42,441,30,13,150,0,1
11/16/2013,Indiana,3,30,102,30,12,122,1,1,51,50,554,15,7,122,0,0
11/16/2013,Iowa State,10,34,102,36,22,188,2,0,48,44,404,23,12,118,0,0
11/16/2013,Kansas,31,54,315,12,5,61,0,1,19,32,144,42,23,242,2,0
11/16/2013,Kansas State,33,35,153,29,13,257,1,1,31,30,100,33,24,249,1,1
11/16/2013,Kentucky,6,40,142,28,14,120,4,0,22,37,116,25,20,197,0,0
11/16/2013,Louisiana Tech,14,29,146,30,15,181,2,2,52,69,415,23,13,167,0,1
11/16/2013,Louisville,20,41,129,29,19,203,0,1,13,29,74,35,16,121,0,0
11/16/2013,Maryland,27,39,184,26,12,135,1,1,24,38,54,31,19,210,0,0
11/16/2013,Massachusetts,13,42,172,28,17,151,2,0,14,36,133,33,20,208,0,3
11/16/2013,Memphis,23,39,183,13,6,59,1,1,10,29,127,34,18,198,4,1
11/16/2013,Miami-Florida,30,29,186,49,30,379,1,0,48,52,358,24,16,185,0,0
11/16/2013,Michigan,27,44,139,43,24,226,0,0,19,49,143,34,23,179,1,0
11/16/2013,Michigan State,41,48,168,32,15,193,0,0,28,32,182,32,17,210,1,4
11/16/2013,Mississippi,51,60,373,33,21,378,1,1,21,22,-13,42,29,326,1,1
11/16/2013,Mississippi State,7,29,53,29,15,144,1,0,20,33,196,32,18,187,2,2
11/16/2013,Navy,42,51,351,17,10,168,0,0,14,36,120,36,21,180,0,0
11/16/2013,Nebraska,28,32,182,32,17,210,1,4,41,48,168,32,15,193,0,0
11/16/2013,Nevada-Reno,38,51,311,27,20,171,0,1,16,30,58,45,28,326,0,1
11/16/2013,New Mexico,42,46,278,18,11,249,2,0,66,49,347,28,20,302,0,0
11/16/2013,No Carolina State,21,26,35,40,26,325,0,1,38,53,420,15,8,53,0,1
11/16/2013,North Carolina,34,35,149,27,15,173,0,2,27,40,46,39,23,313,0,2
11/16/2013,Northwestern,19,49,143,34,23,179,1,0,27,44,139,43,24,226,0,0
11/16/2013,Ohio State,60,42,441,30,13,150,0,1,35,38,132,50,33,288,2,0
11/16/2013,Oklahoma,48,44,405,23,12,118,0,0,10,34,103,36,22,188,2,0
11/16/2013,Oklahoma State,38,40,183,22,16,197,1,0,13,43,151,43,29,238,3,0
11/16/2013,Oregon,44,35,145,28,19,288,0,0,21,42,116,30,13,181,1,0
11/16/2013,Oregon State,17,26,70,46,31,320,4,1,30,39,156,37,22,183,2,0
11/16/2013,Penn State,45,58,289,23,16,212,1,1,21,20,41,33,21,223,1,2
11/16/2013,Pittsburgh,27,40,46,39,23,313,0,2,34,35,149,27,15,173,0,2
11/16/2013,Purdue,21,20,41,33,21,223,1,2,45,58,289,23,16,212,1,1
11/16/2013,Rice,52,69,415,23,13,167,0,1,14,29,146,30,15,181,2,2
11/16/2013,Rutgers,17,33,108,51,27,249,2,0,52,28,112,43,28,507,1,1
11/16/2013,S-M-U,38,24,107,52,33,353,0,0,21,34,158,43,25,227,2,0
11/16/2013,San Diego State,28,39,234,34,17,265,0,4,21,47,161,37,18,194,1,1
11/16/2013,San Jose State,16,30,58,45,28,326,0,1,38,51,311,27,20,171,0,1
11/16/2013,South Alabama,14,36,120,36,21,180,0,0,42,51,351,17,10,168,0,0
11/16/2013,South Carolina,19,35,164,28,14,213,0,0,14,41,200,14,10,107,1,0
11/16/2013,South Florida,10,29,127,34,18,198,4,1,23,39,183,13,6,59,1,1
11/16/2013,Southern Cal,20,27,23,37,25,288,0,1,17,34,205,26,15,132,2,1
11/16/2013,Southern Miss,7,25,20,37,12,169,2,1,41,60,333,12,6,35,0,0
11/16/2013,Stanford,17,35,210,25,14,127,2,1,20,27,23,37,25,288,0,1
11/16/2013,Syracuse,3,50,143,28,15,104,1,1,59,19,225,26,22,298,1,0
11/16/2013,Temple,36,24,136,45,26,382,1,0,39,36,253,40,27,404,0,0
11/16/2013,Texas,13,43,151,43,29,238,3,0,38,40,183,22,16,197,1,0
11/16/2013,Texas Christian,31,30,101,34,24,249,1,1,33,35,154,29,13,257,1,1
11/16/2013,Texas State,21,33,158,30,18,210,0,0,38,57,328,18,14,96,1,0
11/16/2013,Texas Tech,34,34,134,54,29,320,1,2,63,57,340,31,17,335,0,1
11/16/2013,Troy,21,22,-13,42,29,326,1,1,51,61,382,32,20,369,1,1
11/16/2013,U-A-B,14,34,144,34,16,210,2,1,63,45,278,31,21,347,2,0
11/16/2013,U-C-F,39,36,253,40,27,404,0,0,36,24,136,45,26,382,1,0
11/16/2013,UL-Lafayette,35,46,261,16,10,234,0,1,21,39,183,44,26,298,1,1
11/16/2013,UTEP,33,53,327,7,3,80,0,0,10,31,95,24,9,105,0,1
11/16/2013,Utah,21,42,116,30,13,181,1,0,44,35,145,28,19,288,0,0
11/16/2013,Vanderbilt,22,37,116,25,20,197,0,0,6,40,142,28,14,120,4,0
11/16/2013,Virginia Tech,24,38,54,31,19,210,0,0,27,39,184,26,12,135,1,1
11/16/2013,Washington State,24,27,101,53,39,319,1,0,17,45,195,38,26,200,0,2
11/16/2013,West Virginia,19,32,144,41,23,242,2,0,31,54,315,12,5,61,0,1
11/16/2013,Western Michigan,22,35,164,36,14,147,1,0,27,38,121,25,16,167,3,2
11/16/2013,Wisconsin,51,50,554,15,7,122,0,0,3,30,102,30,12,122,1,1
11/16/2013,Wyoming,7,31,55,41,28,210,2,2,48,53,241,39,29,283,1,2
11/19/2013,Buffalo,44,53,311,37,23,206,1,0,7,34,135,20,5,65,1,2
11/19/2013,Kent State,44,42,312,33,20,225,0,0,13,34,69,29,12,135,1,0
11/19/2013,Miami-Ohio,7,34,135,20,5,65,1,2,44,53,311,37,23,206,1,0
11/19/2013,Ohio,13,34,69,29,12,135,1,0,44,42,312,33,20,225,0,0
11/20/2013,Northern Illinois,35,55,364,22,17,202,0,0,17,46,184,30,17,235,3,1
11/20/2013,Toledo,17,46,184,30,17,235,3,1,35,55,364,22,17,202,0,0
11/21/2013,Air Force,21,55,228,13,4,70,0,1,41,58,330,18,15,141,0,1
11/21/2013,Nevada-Las Vegas,41,58,330,18,15,141,0,1,21,55,228,13,4,70,0,1
11/21/2013,Rice,37,61,328,20,10,139,0,2,34,37,138,33,13,195,0,0
11/21/2013,Rutgers,17,19,69,43,15,152,1,0,41,44,118,31,22,334,0,0
11/21/2013,U-A-B,34,37,138,33,13,195,0,0,37,61,328,20,10,139,0,2
11/21/2013,U-C-F,41,44,118,31,22,334,0,0,17,19,69,43,15,152,1,0
11/22/2013,Navy,58,62,432,6,4,46,0,0,52,39,160,56,42,440,1,1
11/22/2013,San Jose State,52,39,160,56,42,440,1,1,58,62,432,6,4,46,0,0
11/23/2013,Alabama,49,32,251,20,15,184,0,1,0,35,93,15,10,82,1,1
11/23/2013,Arizona,42,65,304,22,19,178,0,0,16,39,198,41,27,308,2,1
11/23/2013,Arizona State,38,50,223,27,20,225,0,1,33,41,151,26,18,253,1,0
11/23/2013,Arkansas,17,43,225,17,10,114,1,2,24,37,191,32,21,297,1,1
11/23/2013,Arkansas State,35,45,138,19,14,152,0,2,33,40,184,26,14,248,0,4
11/23/2013,Baylor,17,36,94,48,28,359,0,3,49,46,154,27,21,440,0,0
11/23/2013,Boise State,31,34,95,36,21,202,2,0,34,45,61,38,23,288,1,2
11/23/2013,Boston College,29,40,254,15,6,120,1,2,26,34,100,31,19,178,0,1
11/23/2013,Bowling Green,58,46,296,26,13,264,1,0,7,26,61,18,1,4,2,1
11/23/2013,Brigham Young,13,47,247,36,21,168,1,0,23,47,235,28,15,235,1,0
11/23/2013,California,13,31,73,35,19,310,1,0,63,35,186,35,24,417,0,1
11/23/2013,Central Michigan,37,36,67,21,13,231,0,0,0,39,128,16,6,45,3,1
11/23/2013,Cincinnati,24,40,172,51,30,401,2,1,17,31,33,41,18,245,0,2
11/23/2013,Clemson,52,43,208,32,24,350,0,1,6,57,176,5,1,-4,0,1
11/23/2013,Colorado,29,31,124,33,17,188,1,1,47,41,243,30,20,206,0,1
11/23/2013,Colorado State,0,34,38,39,16,147,2,0,13,48,148,18,8,43,0,0
11/23/2013,Connecticut,28,41,124,19,8,111,1,0,21,33,92,46,26,280,1,2
11/23/2013,Duke,28,35,121,32,25,257,0,1,21,40,124,27,12,124,1,1
11/23/2013,East Carolina,42,40,170,31,24,275,0,0,28,39,129,44,28,312,0,0
11/23/2013,Eastern Michigan,7,26,61,18,1,4,2,1,58,46,296,26,13,264,1,0
11/23/2013,Florida,20,37,157,25,14,122,0,0,26,54,429,3,0,0,0,2
11/23/2013,Florida Atlantic,55,44,256,23,16,329,1,0,10,43,142,27,13,136,0,1
11/23/2013,Florida Intl,10,45,97,29,15,167,1,0,48,31,270,34,17,288,0,0
11/23/2013,Florida State,80,40,336,39,23,309,1,1,14,35,59,45,21,286,4,0
11/23/2013,Fresno State,69,43,277,41,29,543,0,0,28,40,168,13,8,157,0,0
11/23/2013,Georgia,59,40,230,42,31,372,1,1,17,30,62,17,10,149,0,3
11/23/2013,Georgia State,33,40,184,26,14,248,0,4,35,45,138,19,14,152,0,2
11/23/2013,Georgia Tech,66,52,428,6,2,48,0,0,7,30,47,31,14,205,1,2
11/23/2013,Hawaii,56,42,125,50,37,499,1,1,59,50,295,48,29,498,0,3
11/23/2013,Houston,17,31,33,41,18,245,0,2,24,40,172,51,30,401,2,1
11/23/2013,Idaho,14,35,59,45,21,286,4,0,80,40,336,39,23,309,1,1
11/23/2013,Illinois,20,37,123,31,24,257,2,2,16,29,120,29,20,163,1,0
11/23/2013,Indiana,14,39,122,53,32,320,0,0,42,39,311,17,11,160,1,2
11/23/2013,Iowa,24,44,168,30,19,239,3,1,21,29,60,28,13,98,0,1
11/23/2013,Iowa State,34,43,202,20,15,300,1,1,0,41,187,31,11,92,1,1
11/23/2013,Kansas,0,41,187,31,11,92,1,1,34,43,202,20,15,300,1,1
11/23/2013,Kansas State,31,22,24,29,17,348,2,0,41,53,299,21,14,171,1,0
11/23/2013,Kentucky,17,30,62,17,10,149,0,3,59,40,230,42,31,372,1,1
11/23/2013,Louisiana State,34,55,324,20,11,193,0,0,10,18,75,41,16,224,2,0
11/23/2013,Louisiana Tech,14,36,141,43,22,195,4,0,24,56,248,22,12,120,3,1
11/23/2013,Louisville,24,40,122,36,26,220,0,0,17,35,135,24,11,144,1,1
11/23/2013,Marshall,48,31,270,34,17,288,0,0,10,45,97,29,15,167,1,0
11/23/2013,Maryland,26,34,100,31,19,178,0,1,29,40,254,15,6,120,1,2
11/23/2013,Massachusetts,0,39,128,16,6,45,3,1,37,36,67,21,13,231,0,0
11/23/2013,Memphis,17,35,135,24,11,144,1,1,24,40,122,36,26,220,0,0
11/23/2013,Miami-Florida,45,25,90,27,13,214,1,1,26,46,243,45,23,240,3,1
11/23/2013,Michigan,21,29,60,28,13,98,0,1,24,44,168,30,19,239,3,1
11/23/2013,Michigan State,30,40,171,24,16,293,0,0,6,26,80,46,27,239,3,0
11/23/2013,Middle Tennessee,42,45,246,25,11,172,0,0,21,32,82,47,27,289,2,0
11/23/2013,Minnesota,7,32,102,23,7,83,0,3,20,45,197,26,16,127,1,0
11/23/2013,Mississippi,10,29,126,43,27,252,1,0,24,51,260,26,15,225,1,0
11/23/2013,Mississippi State,24,37,191,32,21,297,1,1,17,43,225,17,10,114,1,2
11/23/2013,Missouri,24,51,260,26,15,225,1,0,10,29,126,43,27,252,1,0
11/23/2013,Nebraska,23,41,168,36,21,192,0,2,20,44,170,33,16,217,1,0
11/23/2013,New Mexico,28,40,168,13,8,157,0,0,69,43,277,41,29,543,0,0
11/23/2013,New Mexico State,10,43,142,27,13,136,0,1,55,44,256,23,16,329,1,0
11/23/2013,No Carolina State,28,39,129,44,28,312,0,0,42,40,170,31,24,275,0,0
11/23/2013,North Carolina,80,40,312,28,21,409,0,1,20,38,225,34,15,146,0,1
11/23/2013,North Texas,13,28,105,46,26,229,1,0,21,31,184,49,30,274,1,0
11/23/2013,Northwestern,6,26,80,46,27,239,3,0,30,40,171,24,16,293,0,0
11/23/2013,Notre Dame,23,47,235,28,15,235,1,0,13,47,247,36,21,168,1,0
11/23/2013,Ohio State,42,39,311,17,11,160,1,2,14,39,122,53,32,320,0,0
11/23/2013,Oklahoma,41,52,301,21,14,171,1,0,31,22,24,29,17,348,2,0
11/23/2013,Oklahoma State,49,46,154,27,21,440,0,0,17,36,94,48,28,359,0,3
11/23/2013,Oregon,16,39,198,41,27,308,2,1,42,65,304,22,19,178,0,0
11/23/2013,Oregon State,27,22,106,49,26,308,3,1,69,58,530,24,15,162,0,0
11/23/2013,Penn State,20,44,170,33,16,217,1,0,23,41,168,36,21,192,0,2
11/23/2013,Pittsburgh,17,27,21,41,28,218,1,1,16,39,148,28,18,159,0,0
11/23/2013,Purdue,16,29,120,29,20,163,1,0,20,37,123,31,24,257,2,2
11/23/2013,S-M-U,16,30,51,41,28,229,2,0,6,22,42,34,19,217,2,0
11/23/2013,San Diego State,34,45,61,38,23,288,1,2,31,34,95,36,21,202,2,0
11/23/2013,South Alabama,36,44,217,27,16,207,1,0,14,39,71,28,19,203,0,0
11/23/2013,South Carolina,70,45,352,27,20,287,0,0,10,27,72,35,18,222,2,1
11/23/2013,South Florida,6,22,42,34,19,217,2,0,16,30,51,41,28,229,2,0
11/23/2013,Southern Cal,47,41,243,30,20,206,0,1,29,31,124,33,17,188,1,1
11/23/2013,Southern Miss,21,32,82,47,27,289,2,0,42,45,246,25,11,172,0,0
11/23/2013,Stanford,63,35,186,35,24,417,0,1,13,31,73,35,19,310,1,0
11/23/2013,Syracuse,16,39,148,28,18,159,0,0,17,27,21,41,28,218,1,1
11/23/2013,Temple,21,33,92,46,26,280,1,2,28,41,124,19,8,111,1,0
11/23/2013,Tennessee,10,45,184,20,11,53,3,0,14,31,90,31,24,195,1,3
11/23/2013,Texas A+M,10,18,75,41,16,224,2,0,34,55,324,20,11,193,0,0
11/23/2013,Texas State,7,29,21,30,15,109,4,1,37,46,321,32,20,152,0,0
11/23/2013,Texas-San Antonio,21,31,184,49,30,274,1,0,13,28,105,46,26,229,1,0
11/23/2013,Tulane,45,43,277,25,16,205,0,0,3,33,49,27,16,183,1,2
11/23/2013,Tulsa,24,56,248,22,12,120,3,1,14,36,141,43,22,195,4,0
11/23/2013,U.C.L.A.,33,41,151,26,18,253,1,0,38,50,223,27,20,225,0,1
11/23/2013,UL-Monroe,14,39,71,28,19,203,0,0,36,44,217,27,16,207,1,0
11/23/2013,UTEP,3,33,49,27,16,183,1,2,45,43,277,25,16,205,0,0
11/23/2013,Utah,37,35,134,46,21,347,2,0,49,18,90,62,39,488,0,2
11/23/2013,Utah State,13,48,148,18,8,43,0,0,0,34,38,39,16,147,2,0
11/23/2013,Vanderbilt,14,31,90,31,24,195,1,3,10,45,184,20,11,53,3,0
11/23/2013,Virginia,26,46,243,45,23,240,3,1,45,25,90,27,13,214,1,1
11/23/2013,Wake Forest,21,40,124,27,12,124,1,1,28,35,121,32,25,257,0,1
11/23/2013,Washington,69,58,530,24,15,162,0,0,27,22,106,49,26,308,3,1
11/23/2013,Washington State,49,18,90,62,39,488,0,2,37,35,134,46,21,347,2,0
11/23/2013,Western Kentucky,37,46,321,32,20,152,0,0,7,29,21,30,15,109,4,1
11/23/2013,Wisconsin,20,45,197,26,16,127,1,0,7,32,102,23,7,83,0,3
11/23/2013,Wyoming,59,50,295,48,29,498,0,3,56,42,125,50,37,499,1,1
11/26/2013,Northern Illinois,33,54,425,17,5,39,0,0,14,35,93,32,15,163,0,1
11/26/2013,Western Michigan,14,35,93,32,15,163,0,1,33,54,425,17,5,39,0,0
11/28/2013,Mississippi,10,35,117,43,28,201,3,1,17,43,99,39,19,197,1,1
11/28/2013,Mississippi State,17,43,99,39,19,197,1,1,10,35,117,43,28,201,3,1
11/28/2013,Texas,41,61,281,20,11,182,0,2,16,28,94,52,31,302,1,2
11/28/2013,Texas Tech,16,28,94,52,31,302,1,2,41,61,281,20,11,182,0,2
11/29/2013,Akron,31,35,85,30,18,259,0,1,29,45,230,33,16,158,1,0
11/29/2013,Arkansas,27,34,182,29,19,178,1,1,31,38,238,29,18,232,1,1
11/29/2013,Ball State,55,31,140,33,27,445,0,1,14,51,138,27,11,143,1,2
11/29/2013,Bowling Green,24,48,260,26,11,230,1,1,7,24,15,45,21,221,1,1
11/29/2013,Buffalo,7,24,15,45,21,221,1,1,24,48,260,26,11,230,1,1
11/29/2013,Central Michigan,42,39,295,14,9,92,1,1,10,38,193,29,15,151,1,2
11/29/2013,East Carolina,28,29,149,52,29,291,3,0,59,53,267,28,17,272,1,1
11/29/2013,Eastern Michigan,10,38,193,29,15,151,1,2,42,39,295,14,9,92,1,1
11/29/2013,Florida Atlantic,21,42,179,20,11,252,1,1,6,34,96,28,11,94,0,0
11/29/2013,Florida Intl,6,34,81,28,11,89,0,0,21,42,179,20,11,252,1,1
11/29/2013,Fresno State,52,15,134,51,38,514,1,0,62,45,159,46,38,577,0,2
11/29/2013,Houston,34,30,120,42,25,245,2,0,0,34,83,52,27,212,3,1
11/29/2013,Iowa,38,44,155,17,9,126,0,0,17,37,89,37,19,199,2,1
11/29/2013,Louisiana State,31,38,238,29,18,232,1,1,27,34,182,29,19,178,1,1
11/29/2013,Marshall,59,53,267,28,17,272,1,1,28,29,149,52,29,291,3,0
11/29/2013,Massachusetts,23,51,153,19,6,137,3,1,51,29,215,30,19,246,1,2
